Date,Description,Amount,Transaction Type,Category,Account Name,date
12-17-2021,Restaurant,104.74,debit,Restaurants,Credit Card,2021-12-17
12-17-2021,Amazon,1027.38,debit,Mortgage & Rent,Credit Card,2021-12-17
12-17-2021,Netflix,31.61,debit,Restaurants,Credit Card,2021-12-17
12-17-2021,Netflix,50.39,debit,Shopping,Credit Card,2021-12-17
12-17-2021,Credit Transaction,4300.0,credit,Salary,Savings,2021-12-17
12-18-2021,Credit Transaction,6.18,credit,Cashback Rewards,Savings,2021-12-18
12-18-2021,Restaurant,41.02,debit,Restaurants,Credit Card,2021-12-18
12-18-2021,Netflix,42.45,debit,Bills,Credit Card,2021-12-18
12-20-2021,Credit Transaction,4300.0,credit,Salary,Savings,2021-12-20
12-20-2021,Netflix,103.7,debit,Restaurants,Credit Card,2021-12-20
12-20-2021,Netflix,15.32,debit,Travel,Credit Card,2021-12-20
12-21-2021,Amazon,15.75,debit,Travel,Credit Card,2021-12-21
12-21-2021,Netflix,18.91,debit,Travel,Credit Card,2021-12-21
12-22-2021,Uber,13.89,debit,Travel,Credit Card,2021-12-22
12-22-2021,Restaurant,14.71,debit,Travel,Credit Card,2021-12-22
12-22-2021,Mall,39.6,debit,Shopping,Credit Card,2021-12-22
12-22-2021,Credit Transaction,5.97,credit,Cashback Rewards,Savings,2021-12-22
12-22-2021,Restaurant,79.96,debit,Shopping,Credit Card,2021-12-22
12-22-2021,Netflix,65.16,debit,Bills,Credit Card,2021-12-22
12-23-2021,Mall,70.24,debit,Restaurants,Credit Card,2021-12-23
12-23-2021,Credit Transaction,21.58,credit,Dividends,Savings,2021-12-23
12-23-2021,Credit Transaction,23.84,credit,Dividends,Savings,2021-12-23
12-23-2021,Uber,66.81,debit,Bills,Credit Card,2021-12-23
12-24-2021,Credit Transaction,4300.0,credit,Salary,Savings,2021-12-24
12-24-2021,Restaurant,20.0,debit,Entertainment,Credit Card,2021-12-24
12-24-2021,Mall,17.75,debit,Travel,Credit Card,2021-12-24
12-24-2021,Mall,51.56,debit,Restaurants,Credit Card,2021-12-24
12-24-2021,Netflix,16.17,debit,Travel,Credit Card,2021-12-24
12-24-2021,Uber,50.15,debit,Restaurants,Credit Card,2021-12-24
12-24-2021,Netflix,85.59,debit,Shopping,Credit Card,2021-12-24
12-24-2021,Mall,47.0,debit,Shopping,Credit Card,2021-12-24
12-25-2021,Amazon,45.73,debit,Bills,Credit Card,2021-12-25
12-25-2021,Netflix,1027.79,debit,Mortgage & Rent,Credit Card,2021-12-25
12-25-2021,Mall,32.77,debit,Restaurants,Credit Card,2021-12-25
12-26-2021,Uber,20.0,debit,Entertainment,Credit Card,2021-12-26
12-26-2021,Mall,1028.96,debit,Mortgage & Rent,Credit Card,2021-12-26
12-26-2021,Amazon,20.0,debit,Entertainment,Credit Card,2021-12-26
12-26-2021,Restaurant,52.28,debit,Bills,Credit Card,2021-12-26
12-26-2021,Uber,58.49,debit,Shopping,Credit Card,2021-12-26
12-26-2021,Netflix,71.23,debit,Shopping,Credit Card,2021-12-26
12-26-2021,Uber,50.14,debit,Restaurants,Credit Card,2021-12-26
12-26-2021,Uber,1032.9,debit,Mortgage & Rent,Credit Card,2021-12-26
12-26-2021,Restaurant,1031.51,debit,Mortgage & Rent,Credit Card,2021-12-26
12-26-2021,Netflix,20.0,debit,Entertainment,Credit Card,2021-12-26
12-27-2021,Credit Transaction,4300.0,credit,Salary,Savings,2021-12-27
12-27-2021,Mall,16.64,debit,Travel,Credit Card,2021-12-27
12-27-2021,Restaurant,20.0,debit,Entertainment,Credit Card,2021-12-27
12-28-2021,Netflix,73.9,debit,Shopping,Credit Card,2021-12-28
12-28-2021,Restaurant,63.57,debit,Bills,Credit Card,2021-12-28
12-28-2021,Mall,75.24,debit,Shopping,Credit Card,2021-12-28
12-28-2021,Restaurant,81.25,debit,Shopping,Credit Card,2021-12-28
12-28-2021,Amazon,46.57,debit,Shopping,Credit Card,2021-12-28
12-28-2021,Restaurant,48.43,debit,Bills,Credit Card,2021-12-28
01-01-2022,Uber,1060.0,debit,Mortgage & Rent,Credit Card,2022-01-01
01-01-2022,Amazon,26.22,debit,Travel,Credit Card,2022-01-01
01-01-2022,Amazon,52.04,debit,Bills,Credit Card,2022-01-01
01-01-2022,Uber,20.16,debit,Travel,Credit Card,2022-01-01
01-01-2022,Credit Transaction,3.15,credit,Cashback Rewards,Savings,2022-01-01
01-01-2022,Rent,1060.0,debit,Mortgage & Rent,Checking,2022-01-01
01-01-2022,Uber,107.11,debit,Restaurants,Credit Card,2022-01-01
01-02-2022,Restaurant,88.14,debit,Restaurants,Credit Card,2022-01-02
01-02-2022,Restaurant,24.26,debit,Entertainment,Credit Card,2022-01-02
01-02-2022,Credit Transaction,57.12,credit,Dividends,Savings,2022-01-02
01-02-2022,Netflix,30.32,debit,Entertainment,Credit Card,2022-01-02
01-03-2022,Mall,29.02,debit,Entertainment,Credit Card,2022-01-03
01-03-2022,Restaurant,26.64,debit,Restaurants,Credit Card,2022-01-03
01-03-2022,Mall,21.54,debit,Travel,Credit Card,2022-01-03
01-04-2022,Amazon,33.14,debit,Entertainment,Credit Card,2022-01-04
01-04-2022,Mall,18.38,debit,Travel,Credit Card,2022-01-04
01-05-2022,Restaurant,46.95,debit,Restaurants,Credit Card,2022-01-05
01-05-2022,Uber,24.34,debit,Travel,Credit Card,2022-01-05
01-06-2022,Amazon,27.21,debit,Entertainment,Credit Card,2022-01-06
01-06-2022,Mall,1060.0,debit,Mortgage & Rent,Credit Card,2022-01-06
01-06-2022,Restaurant,33.77,debit,Entertainment,Credit Card,2022-01-06
01-07-2022,Credit Transaction,79.6,credit,Dividends,Savings,2022-01-07
01-07-2022,Credit Transaction,42.29,credit,Dividends,Savings,2022-01-07
01-07-2022,Uber,88.32,debit,Bills,Credit Card,2022-01-07
01-07-2022,Credit Transaction,17.74,credit,Cashback Rewards,Savings,2022-01-07
01-07-2022,Amazon,66.52,debit,Bills,Credit Card,2022-01-07
01-07-2022,Uber,108.2,debit,Restaurants,Credit Card,2022-01-07
01-07-2022,Amazon,42.72,debit,Bills,Credit Card,2022-01-07
01-08-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-08
01-09-2022,Restaurant,63.21,debit,Restaurants,Credit Card,2022-01-09
01-09-2022,Mall,15.59,debit,Restaurants,Credit Card,2022-01-09
01-09-2022,Restaurant,107.78,debit,Shopping,Credit Card,2022-01-09
01-09-2022,Netflix,115.63,debit,Shopping,Credit Card,2022-01-09
01-09-2022,Amazon,17.79,debit,Travel,Credit Card,2022-01-09
01-10-2022,Credit Transaction,23.45,credit,Cashback Rewards,Savings,2022-01-10
01-10-2022,Credit Transaction,41.49,credit,Dividends,Savings,2022-01-10
01-10-2022,Uber,92.3,debit,Shopping,Credit Card,2022-01-10
01-10-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-10
01-11-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-11
01-12-2022,Uber,23.96,debit,Entertainment,Credit Card,2022-01-12
01-12-2022,Netflix,30.18,debit,Entertainment,Credit Card,2022-01-12
01-12-2022,Mall,1060.0,debit,Mortgage & Rent,Credit Card,2022-01-12
01-12-2022,Amazon,105.37,debit,Shopping,Credit Card,2022-01-12
01-12-2022,Uber,26.14,debit,Entertainment,Credit Card,2022-01-12
01-13-2022,Uber,15.93,debit,Travel,Credit Card,2022-01-13
01-13-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-13
01-13-2022,Credit Transaction,11.69,credit,Cashback Rewards,Savings,2022-01-13
01-13-2022,Monthly direct deposit - Salary,4400.0,credit,Salary,Savings,2022-01-13
01-14-2022,Amazon,1060.0,debit,Mortgage & Rent,Credit Card,2022-01-14
01-14-2022,Credit Transaction,22.0,credit,Cashback Rewards,Savings,2022-01-14
01-14-2022,Restaurant,108.51,debit,Shopping,Credit Card,2022-01-14
01-14-2022,Amazon,70.83,debit,Bills,Credit Card,2022-01-14
01-14-2022,Mall,115.21,debit,Restaurants,Credit Card,2022-01-14
01-15-2022,Amazon,52.54,debit,Bills,Credit Card,2022-01-15
01-15-2022,Credit Transaction,9.44,credit,Cashback Rewards,Savings,2022-01-15
01-15-2022,Amazon,89.58,debit,Restaurants,Credit Card,2022-01-15
01-16-2022,Amazon,23.28,debit,Entertainment,Credit Card,2022-01-16
01-16-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-16
01-17-2022,Credit Transaction,18.04,credit,Cashback Rewards,Savings,2022-01-17
01-17-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-17
01-17-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-17
01-17-2022,Restaurant,105.37,debit,Shopping,Credit Card,2022-01-17
01-17-2022,Credit Transaction,3.28,credit,Cashback Rewards,Savings,2022-01-17
01-17-2022,Restaurant,1060.0,debit,Mortgage & Rent,Credit Card,2022-01-17
01-17-2022,Mall,30.49,debit,Entertainment,Credit Card,2022-01-17
01-18-2022,Uber,31.3,debit,Entertainment,Credit Card,2022-01-18
01-18-2022,Restaurant,36.32,debit,Bills,Credit Card,2022-01-18
01-18-2022,Mall,19.28,debit,Travel,Credit Card,2022-01-18
01-18-2022,Restaurant,86.44,debit,Shopping,Credit Card,2022-01-18
01-19-2022,Mall,54.52,debit,Restaurants,Credit Card,2022-01-19
01-19-2022,Restaurant,95.19,debit,Shopping,Credit Card,2022-01-19
01-20-2022,Amazon,36.04,debit,Entertainment,Credit Card,2022-01-20
01-20-2022,Credit Transaction,9.61,credit,Cashback Rewards,Savings,2022-01-20
01-20-2022,Uber,21.98,debit,Travel,Credit Card,2022-01-20
01-20-2022,Restaurant,31.08,debit,Bills,Credit Card,2022-01-20
01-21-2022,Netflix,117.34,debit,Shopping,Credit Card,2022-01-21
01-21-2022,Amazon,116.52,debit,Shopping,Credit Card,2022-01-21
01-21-2022,Netflix,35.53,debit,Entertainment,Credit Card,2022-01-21
01-22-2022,Amazon,34.29,debit,Entertainment,Credit Card,2022-01-22
01-22-2022,Amazon,19.03,debit,Entertainment,Credit Card,2022-01-22
01-22-2022,Restaurant,20.97,debit,Travel,Credit Card,2022-01-22
01-23-2022,Netflix,31.08,debit,Entertainment,Credit Card,2022-01-23
01-24-2022,Uber,1060.0,debit,Mortgage & Rent,Credit Card,2022-01-24
01-24-2022,Credit Transaction,73.94,credit,Dividends,Savings,2022-01-24
01-24-2022,Netflix,45.39,debit,Bills,Credit Card,2022-01-24
01-25-2022,Uber,19.4,debit,Entertainment,Credit Card,2022-01-25
01-25-2022,Restaurant,67.99,debit,Shopping,Credit Card,2022-01-25
01-25-2022,Mall,83.17,debit,Bills,Credit Card,2022-01-25
01-26-2022,Uber,15.19,debit,Travel,Credit Card,2022-01-26
01-26-2022,Uber,1060.0,debit,Mortgage & Rent,Credit Card,2022-01-26
01-26-2022,Netflix,27.97,debit,Travel,Credit Card,2022-01-26
01-27-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-27
01-27-2022,Netflix,56.9,debit,Bills,Credit Card,2022-01-27
01-27-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-01-27
01-27-2022,Netflix,38.88,debit,Entertainment,Credit Card,2022-01-27
01-28-2022,Restaurant,89.1,debit,Restaurants,Credit Card,2022-01-28
02-01-2022,Credit Transaction,65.24,credit,Dividends,Savings,2022-02-01
02-01-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-01
02-01-2022,Rent,1043.8,debit,Mortgage & Rent,Checking,2022-02-01
02-01-2022,Netflix,1047.81,debit,Mortgage & Rent,Credit Card,2022-02-01
02-01-2022,Netflix,114.38,debit,Shopping,Credit Card,2022-02-01
02-02-2022,Mall,1046.71,debit,Mortgage & Rent,Credit Card,2022-02-02
02-02-2022,Credit Transaction,53.46,credit,Dividends,Savings,2022-02-02
02-02-2022,Uber,8.13,debit,Entertainment,Credit Card,2022-02-02
02-02-2022,Mall,62.89,debit,Bills,Credit Card,2022-02-02
02-02-2022,Uber,47.27,debit,Restaurants,Credit Card,2022-02-02
02-03-2022,Credit Transaction,20.88,credit,Cashback Rewards,Savings,2022-02-03
02-04-2022,Amazon,37.05,debit,Bills,Credit Card,2022-02-04
02-04-2022,Restaurant,16.34,debit,Entertainment,Credit Card,2022-02-04
02-04-2022,Credit Transaction,68.46,credit,Dividends,Savings,2022-02-04
02-04-2022,Credit Transaction,64.64,credit,Dividends,Savings,2022-02-04
02-04-2022,Uber,1048.92,debit,Mortgage & Rent,Credit Card,2022-02-04
02-04-2022,Amazon,83.15,debit,Bills,Credit Card,2022-02-04
02-05-2022,Credit Transaction,42.44,credit,Dividends,Savings,2022-02-05
02-05-2022,Amazon,37.08,debit,Restaurants,Credit Card,2022-02-05
02-06-2022,Amazon,92.51,debit,Shopping,Credit Card,2022-02-06
02-06-2022,Credit Transaction,59.22,credit,Dividends,Savings,2022-02-06
02-06-2022,Amazon,1044.6,debit,Mortgage & Rent,Credit Card,2022-02-06
02-07-2022,Amazon,117.44,debit,Shopping,Credit Card,2022-02-07
02-07-2022,Credit Transaction,20.11,credit,Cashback Rewards,Savings,2022-02-07
02-07-2022,Amazon,37.6,debit,Entertainment,Credit Card,2022-02-07
02-07-2022,Restaurant,1043.53,debit,Mortgage & Rent,Credit Card,2022-02-07
02-07-2022,Mall,13.24,debit,Restaurants,Credit Card,2022-02-07
02-07-2022,Uber,115.86,debit,Shopping,Credit Card,2022-02-07
02-07-2022,Credit Transaction,43.42,credit,Dividends,Savings,2022-02-07
02-08-2022,Amazon,28.87,debit,Travel,Credit Card,2022-02-08
02-09-2022,Uber,17.33,debit,Travel,Credit Card,2022-02-09
02-09-2022,Netflix,33.65,debit,Travel,Credit Card,2022-02-09
02-10-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-10
02-10-2022,Mall,20.19,debit,Entertainment,Credit Card,2022-02-10
02-11-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-11
02-11-2022,Credit Transaction,13.26,credit,Cashback Rewards,Savings,2022-02-11
02-11-2022,Netflix,20.8,debit,Entertainment,Credit Card,2022-02-11
02-11-2022,Uber,65.22,debit,Bills,Credit Card,2022-02-11
02-12-2022,Netflix,1043.56,debit,Mortgage & Rent,Credit Card,2022-02-12
02-12-2022,Mall,13.33,debit,Travel,Credit Card,2022-02-12
02-12-2022,Amazon,1047.51,debit,Mortgage & Rent,Credit Card,2022-02-12
02-12-2022,Restaurant,27.11,debit,Travel,Credit Card,2022-02-12
02-13-2022,Monthly direct deposit - Salary,4400.0,credit,Salary,Savings,2022-02-13
02-13-2022,Credit Transaction,69.6,credit,Dividends,Savings,2022-02-13
02-13-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-13
02-13-2022,Amazon,93.09,debit,Shopping,Credit Card,2022-02-13
02-13-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-13
02-14-2022,Mall,17.4,debit,Entertainment,Credit Card,2022-02-14
02-14-2022,Mall,36.93,debit,Entertainment,Credit Card,2022-02-14
02-14-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-14
02-14-2022,Mall,19.84,debit,Entertainment,Credit Card,2022-02-14
02-14-2022,Uber,59.91,debit,Bills,Credit Card,2022-02-14
02-14-2022,Netflix,111.29,debit,Shopping,Credit Card,2022-02-14
02-14-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-14
02-14-2022,Restaurant,67.35,debit,Restaurants,Credit Card,2022-02-14
02-14-2022,Restaurant,22.03,debit,Travel,Credit Card,2022-02-14
02-15-2022,Credit Transaction,45.53,credit,Dividends,Savings,2022-02-15
02-15-2022,Restaurant,1045.35,debit,Mortgage & Rent,Credit Card,2022-02-15
02-16-2022,Credit Transaction,59.39,credit,Dividends,Savings,2022-02-16
02-16-2022,Mall,1048.09,debit,Mortgage & Rent,Credit Card,2022-02-16
02-16-2022,Netflix,62.45,debit,Restaurants,Credit Card,2022-02-16
02-17-2022,Credit Transaction,3.41,credit,Cashback Rewards,Savings,2022-02-17
02-17-2022,Credit Transaction,7.93,credit,Cashback Rewards,Savings,2022-02-17
02-17-2022,Uber,50.09,debit,Bills,Credit Card,2022-02-17
02-17-2022,Restaurant,1048.2,debit,Mortgage & Rent,Credit Card,2022-02-17
02-19-2022,Amazon,49.91,debit,Restaurants,Credit Card,2022-02-19
02-19-2022,Restaurant,1042.58,debit,Mortgage & Rent,Credit Card,2022-02-19
02-20-2022,Amazon,53.6,debit,Restaurants,Credit Card,2022-02-20
02-20-2022,Mall,18.54,debit,Restaurants,Credit Card,2022-02-20
02-20-2022,Amazon,23.16,debit,Entertainment,Credit Card,2022-02-20
02-21-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-21
02-21-2022,Credit Transaction,11.22,credit,Cashback Rewards,Savings,2022-02-21
02-21-2022,Amazon,20.23,debit,Entertainment,Credit Card,2022-02-21
02-21-2022,Netflix,1045.49,debit,Mortgage & Rent,Credit Card,2022-02-21
02-21-2022,Mall,47.98,debit,Bills,Credit Card,2022-02-21
02-21-2022,Amazon,1045.64,debit,Mortgage & Rent,Credit Card,2022-02-21
02-22-2022,Mall,104.15,debit,Shopping,Credit Card,2022-02-22
02-22-2022,Mall,16.53,debit,Entertainment,Credit Card,2022-02-22
02-23-2022,Restaurant,85.86,debit,Bills,Credit Card,2022-02-23
02-23-2022,Credit Transaction,24.38,credit,Cashback Rewards,Savings,2022-02-23
02-23-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-02-23
02-23-2022,Credit Transaction,23.81,credit,Cashback Rewards,Savings,2022-02-23
02-24-2022,Amazon,21.89,debit,Entertainment,Credit Card,2022-02-24
02-25-2022,Uber,86.25,debit,Restaurants,Credit Card,2022-02-25
02-25-2022,Credit Transaction,68.09,credit,Dividends,Savings,2022-02-25
02-27-2022,Uber,1044.24,debit,Mortgage & Rent,Credit Card,2022-02-27
02-27-2022,Mall,67.4,debit,Shopping,Credit Card,2022-02-27
02-27-2022,Mall,63.19,debit,Bills,Credit Card,2022-02-27
02-28-2022,Amazon,7.69,debit,Travel,Credit Card,2022-02-28
02-28-2022,Uber,8.43,debit,Entertainment,Credit Card,2022-02-28
02-28-2022,Restaurant,77.43,debit,Restaurants,Credit Card,2022-02-28
03-01-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-01
03-01-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-01
03-01-2022,Rent,1050.77,debit,Mortgage & Rent,Checking,2022-03-01
03-01-2022,Uber,11.63,debit,Entertainment,Credit Card,2022-03-01
03-02-2022,Restaurant,19.07,debit,Travel,Credit Card,2022-03-02
03-02-2022,Uber,84.07,debit,Shopping,Credit Card,2022-03-02
03-02-2022,Netflix,96.51,debit,Shopping,Credit Card,2022-03-02
03-02-2022,Uber,1047.19,debit,Mortgage & Rent,Credit Card,2022-03-02
03-03-2022,Mall,1047.71,debit,Mortgage & Rent,Credit Card,2022-03-03
03-03-2022,Uber,76.88,debit,Bills,Credit Card,2022-03-03
03-04-2022,Amazon,104.9,debit,Restaurants,Credit Card,2022-03-04
03-04-2022,Amazon,16.27,debit,Entertainment,Credit Card,2022-03-04
03-05-2022,Mall,20.2,debit,Travel,Credit Card,2022-03-05
03-05-2022,Credit Transaction,66.15,credit,Dividends,Savings,2022-03-05
03-06-2022,Credit Transaction,60.95,credit,Dividends,Savings,2022-03-06
03-06-2022,Credit Transaction,14.66,credit,Cashback Rewards,Savings,2022-03-06
03-06-2022,Netflix,30.56,debit,Restaurants,Credit Card,2022-03-06
03-06-2022,Credit Transaction,9.68,credit,Cashback Rewards,Savings,2022-03-06
03-07-2022,Amazon,53.43,debit,Bills,Credit Card,2022-03-07
03-07-2022,Netflix,77.72,debit,Shopping,Credit Card,2022-03-07
03-07-2022,Netflix,92.52,debit,Bills,Credit Card,2022-03-07
03-07-2022,Credit Transaction,75.79,credit,Dividends,Savings,2022-03-07
03-07-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-07
03-07-2022,Credit Transaction,64.07,credit,Dividends,Savings,2022-03-07
03-07-2022,Credit Transaction,51.38,credit,Dividends,Savings,2022-03-07
03-08-2022,Credit Transaction,60.49,credit,Dividends,Savings,2022-03-08
03-08-2022,Netflix,104.15,debit,Restaurants,Credit Card,2022-03-08
03-08-2022,Credit Transaction,5.77,credit,Cashback Rewards,Savings,2022-03-08
03-09-2022,Mall,69.69,debit,Shopping,Credit Card,2022-03-09
03-09-2022,Amazon,1049.63,debit,Mortgage & Rent,Credit Card,2022-03-09
03-09-2022,Amazon,1050.34,debit,Mortgage & Rent,Credit Card,2022-03-09
03-09-2022,Uber,64.27,debit,Bills,Credit Card,2022-03-09
03-09-2022,Mall,76.0,debit,Shopping,Credit Card,2022-03-09
03-09-2022,Amazon,19.86,debit,Travel,Credit Card,2022-03-09
03-09-2022,Mall,1050.98,debit,Mortgage & Rent,Credit Card,2022-03-09
03-09-2022,Mall,1047.78,debit,Mortgage & Rent,Credit Card,2022-03-09
03-10-2022,Amazon,27.81,debit,Restaurants,Credit Card,2022-03-10
03-10-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-10
03-10-2022,Credit Transaction,6.82,credit,Cashback Rewards,Savings,2022-03-10
03-10-2022,Amazon,67.76,debit,Restaurants,Credit Card,2022-03-10
03-10-2022,Restaurant,29.76,debit,Restaurants,Credit Card,2022-03-10
03-11-2022,Netflix,25.36,debit,Restaurants,Credit Card,2022-03-11
03-11-2022,Mall,1049.33,debit,Mortgage & Rent,Credit Card,2022-03-11
03-11-2022,Amazon,19.17,debit,Travel,Credit Card,2022-03-11
03-12-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-12
03-12-2022,Restaurant,91.04,debit,Shopping,Credit Card,2022-03-12
03-12-2022,Netflix,74.61,debit,Bills,Credit Card,2022-03-12
03-13-2022,Monthly direct deposit - Salary,4400.0,credit,Salary,Savings,2022-03-13
03-13-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-13
03-13-2022,Amazon,113.51,debit,Restaurants,Credit Card,2022-03-13
03-14-2022,Amazon,20.19,debit,Travel,Credit Card,2022-03-14
03-14-2022,Mall,110.42,debit,Restaurants,Credit Card,2022-03-14
03-14-2022,Netflix,55.68,debit,Bills,Credit Card,2022-03-14
03-14-2022,Mall,80.91,debit,Shopping,Credit Card,2022-03-14
03-15-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-15
03-16-2022,Amazon,47.57,debit,Restaurants,Credit Card,2022-03-16
03-16-2022,Netflix,20.37,debit,Travel,Credit Card,2022-03-16
03-16-2022,Mall,44.53,debit,Bills,Credit Card,2022-03-16
03-16-2022,Amazon,54.02,debit,Restaurants,Credit Card,2022-03-16
03-16-2022,Amazon,88.23,debit,Shopping,Credit Card,2022-03-16
03-16-2022,Netflix,25.69,debit,Restaurants,Credit Card,2022-03-16
03-17-2022,Credit Transaction,54.09,credit,Dividends,Savings,2022-03-17
03-17-2022,Uber,93.54,debit,Bills,Credit Card,2022-03-17
03-17-2022,Credit Transaction,18.86,credit,Cashback Rewards,Savings,2022-03-17
03-17-2022,Netflix,40.82,debit,Bills,Credit Card,2022-03-17
03-17-2022,Credit Transaction,45.17,credit,Dividends,Savings,2022-03-17
03-18-2022,Mall,1048.6,debit,Mortgage & Rent,Credit Card,2022-03-18
03-18-2022,Mall,56.87,debit,Bills,Credit Card,2022-03-18
03-18-2022,Uber,19.37,debit,Travel,Credit Card,2022-03-18
03-18-2022,Mall,42.1,debit,Bills,Credit Card,2022-03-18
03-19-2022,Amazon,75.2,debit,Shopping,Credit Card,2022-03-19
03-19-2022,Netflix,103.58,debit,Shopping,Credit Card,2022-03-19
03-20-2022,Restaurant,20.11,debit,Travel,Credit Card,2022-03-20
03-20-2022,Uber,20.57,debit,Travel,Credit Card,2022-03-20
03-21-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-21
03-21-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-21
03-21-2022,Uber,1049.25,debit,Mortgage & Rent,Credit Card,2022-03-21
03-22-2022,Netflix,89.11,debit,Shopping,Credit Card,2022-03-22
03-22-2022,Mall,108.8,debit,Shopping,Credit Card,2022-03-22
03-22-2022,Mall,17.52,debit,Entertainment,Credit Card,2022-03-22
03-23-2022,Restaurant,8.55,debit,Entertainment,Credit Card,2022-03-23
03-23-2022,Netflix,1047.47,debit,Mortgage & Rent,Credit Card,2022-03-23
03-23-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-23
03-23-2022,Mall,58.45,debit,Restaurants,Credit Card,2022-03-23
03-24-2022,Amazon,94.03,debit,Shopping,Credit Card,2022-03-24
03-24-2022,Mall,114.93,debit,Restaurants,Credit Card,2022-03-24
03-24-2022,Netflix,1049.34,debit,Mortgage & Rent,Credit Card,2022-03-24
03-24-2022,Netflix,85.91,debit,Shopping,Credit Card,2022-03-24
03-24-2022,Restaurant,69.86,debit,Shopping,Credit Card,2022-03-24
03-24-2022,Mall,45.83,debit,Bills,Credit Card,2022-03-24
03-24-2022,Netflix,80.95,debit,Shopping,Credit Card,2022-03-24
03-25-2022,Uber,111.16,debit,Shopping,Credit Card,2022-03-25
03-25-2022,Netflix,46.64,debit,Restaurants,Credit Card,2022-03-25
03-25-2022,Restaurant,1047.55,debit,Mortgage & Rent,Credit Card,2022-03-25
03-26-2022,Netflix,71.53,debit,Bills,Credit Card,2022-03-26
03-26-2022,Amazon,17.21,debit,Entertainment,Credit Card,2022-03-26
03-26-2022,Netflix,11.06,debit,Entertainment,Credit Card,2022-03-26
03-27-2022,Restaurant,19.72,debit,Travel,Credit Card,2022-03-27
03-27-2022,Uber,23.45,debit,Entertainment,Credit Card,2022-03-27
03-28-2022,Uber,94.96,debit,Restaurants,Credit Card,2022-03-28
03-28-2022,Amazon,20.29,debit,Travel,Credit Card,2022-03-28
03-28-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-03-28
03-28-2022,Restaurant,22.81,debit,Entertainment,Credit Card,2022-03-28
04-01-2022,Credit Transaction,16.89,credit,Cashback Rewards,Savings,2022-04-01
04-01-2022,Rent,1044.47,debit,Mortgage & Rent,Checking,2022-04-01
04-01-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-04-01
04-02-2022,Uber,39.14,debit,Bills,Credit Card,2022-04-02
04-02-2022,Credit Transaction,17.82,credit,Cashback Rewards,Savings,2022-04-02
04-02-2022,Netflix,65.45,debit,Shopping,Credit Card,2022-04-02
04-02-2022,Netflix,20.48,debit,Entertainment,Credit Card,2022-04-02
04-03-2022,Netflix,58.13,debit,Restaurants,Credit Card,2022-04-03
04-03-2022,Uber,39.56,debit,Bills,Credit Card,2022-04-03
04-03-2022,Netflix,106.45,debit,Shopping,Credit Card,2022-04-03
04-04-2022,Uber,62.6,debit,Bills,Credit Card,2022-04-04
04-04-2022,Netflix,1042.36,debit,Mortgage & Rent,Credit Card,2022-04-04
04-04-2022,Mall,78.96,debit,Restaurants,Credit Card,2022-04-04
04-05-2022,Amazon,56.86,debit,Bills,Credit Card,2022-04-05
04-05-2022,Restaurant,18.01,debit,Travel,Credit Card,2022-04-05
04-05-2022,Amazon,1047.74,debit,Mortgage & Rent,Credit Card,2022-04-05
04-06-2022,Netflix,20.17,debit,Entertainment,Credit Card,2022-04-06
04-06-2022,Mall,53.49,debit,Bills,Credit Card,2022-04-06
04-07-2022,Credit Transaction,4400.0,credit,Salary,Savings,2022-04-07
04-07-2022,Netflix,83.71,debit,Shopping,Credit Card,2022-04-07
04-07-2022,Mall,31.63,debit,Restaurants,Credit Card,2022-04-07
04-08-2022,Amazon,17.58,debit,Travel,Credit Card,2022-04-08
04-08-2022,Mall,16.14,debit,Travel,Credit Card,2022-04-08
